userA,userB,score
Kuwano,Cervelo1995,0.000535842
sinceremusic,Cervelo1995,0.000503778
zxcvbn208,yofa,0.0
zxcvbn208,yao60301    ,0.0
zxcvbn208,xul4m4vu6666,0.0
zxcvbn208,winginsleep,0.0
zxcvbn208,wachiapp,0.0
zxcvbn208,vaude,0.0
zxcvbn208,typedevil,0.0
zxcvbn208,thebest5566,0.0
zxcvbn208,sunglasses,0.0
zxcvbn208,studentkeich,0.0
zxcvbn208,sowhat7511,0.0
zxcvbn208,sinple,0.0
zxcvbn208,sinceremusic,0.0
zxcvbn208,satoyama,0.0
zxcvbn208,s9899653,0.0
zxcvbn208,redsuck,0.0
zxcvbn208,q076262018,0.0
zxcvbn208,ps124125288,0.0
zxcvbn208,power1849e,0.0
zxcvbn208,nuiman,0.0
zxcvbn208,msn13141314,0.0
zxcvbn208,michael2341,0.0
zxcvbn208,lucaswhite,0.0
zxcvbn208,kuoly1,0.0
zxcvbn208,klm,0.0
zxcvbn208,kirakira520,0.0
zxcvbn208,jo3pcafe,0.0
zxcvbn208,j74127412,0.0
zxcvbn208,iversona,0.0
zxcvbn208,hertzianwave,0.0
zxcvbn208,gunagulu,0.0
zxcvbn208,gto461013,0.0
zxcvbn208,gogodddd,0.0
zxcvbn208,gn02519719,0.0
zxcvbn208,gca00631,0.0
zxcvbn208,funkie,0.0
zxcvbn208,frice,0.0
zxcvbn208,freshmanxp,0.0
zxcvbn208,fleeaaa,0.0
zxcvbn208,emou        ,0.0
zxcvbn208,eject5566,0.0
zxcvbn208,edcqaz,0.0
zxcvbn208,duane,0.0
zxcvbn208,drsharp,0.0
zxcvbn208,doremido,0.0
zxcvbn208,devil0915,0.0
zxcvbn208,cyndimax,0.0
zxcvbn208,cp109,0.0
zxcvbn208,cocoken,0.0
zxcvbn208,cn12242,0.0
zxcvbn208,chehsien    ,0.0
zxcvbn208,ccpz,0.0
zxcvbn208,cccooler,0.0
zxcvbn208,cafeole,0.0
zxcvbn208,barton5614,0.0
zxcvbn208,balanceCIH,0.0
zxcvbn208,badboyman,0.0
zxcvbn208,backfire,0.0
zxcvbn208,alice9031,0.0
zxcvbn208,YSJ543,0.0
zxcvbn208,Vinnie0605,0.0
zxcvbn208,Towlie,0.0
zxcvbn208,Shigeru777,0.0
zxcvbn208,SeaWolf,0.0
zxcvbn208,Puppy0919,0.0
zxcvbn208,NWAHSEF,0.0
zxcvbn208,Kuwano,0.0
zxcvbn208,Janel,0.0
zxcvbn208,DickMartin,0.0
zxcvbn208,Depend1227,0.0
zxcvbn208,BRANDIO,0.0
zxcvbn208,Allenguy,0.0
yofa,wachiapp,0.0
yofa,sinceremusic,0.0
yofa,power1849e,0.0
yofa,myanko,0.0
yofa,laker020,0.0
yofa,klm,0.0
yofa,kirakira520,0.0
yofa,j74127412,0.0
yofa,gogodddd,0.0
yofa,freshmanxp,0.0
yofa,emou        ,0.0
yofa,edcqaz,0.0
yofa,drsharp,0.0
yofa,ccpz,0.0
yofa,badboyman,0.0
yofa,alice9031,0.0
yofa,EZILI,0.0
yofa,Depend1227,0.0
yfefey,yao60301    ,0.0
yfefey,typedevil,0.0
yfefey,j74127412,0.0
yfefey,gunagulu,0.0
yfefey,gto461013,0.0
yfefey,freshmanxp,0.0
yfefey,backfire,0.0
yfefey,Janel,0.0
ycb401,yofa,0.0
ycb401,wachiapp,0.0
ycb401,thebest5566,0.0
ycb401,studentkeich,0.0
ycb401,sowhat7511,0.0
ycb401,sinple,0.0
ycb401,sinceremusic,0.0
ycb401,satoyama,0.0
ycb401,s9899653,0.0
ycb401,redsuck,0.0
ycb401,power1849e,0.0
ycb401,msn13141314,0.0
ycb401,lucaswhite,0.0
ycb401,klm,0.0
ycb401,kirakira520,0.0
ycb401,jo3pcafe,0.0
ycb401,j74127412,0.0
ycb401,iversona,0.0
ycb401,gogodddd,0.0
ycb401,gca00631,0.0
ycb401,frice,0.0
ycb401,freshmanxp,0.0
ycb401,emou        ,0.0
ycb401,edcqaz,0.0
ycb401,duane,0.0
ycb401,drsharp,0.0
ycb401,doremido,0.0
ycb401,chehsien    ,0.0
ycb401,ccpz,0.0
ycb401,barton5614,0.0
ycb401,badboyman,0.0
ycb401,alice9031,0.0
ycb401,YSJ543,0.0
ycb401,Towlie,0.0
ycb401,Shigeru777,0.0
ycb401,SeaWolf,0.0
ycb401,DickMartin,0.0
ycb401,Depend1227,0.0
ycb401,Allenguy,0.0
yao60301    ,yofa,0.0
yao60301    ,ycb401,0.0
yao60301    ,wty,0.0
yao60301    ,winginsleep,0.0
yao60301    ,wangman,0.0
yao60301    ,wachiapp,0.0
yao60301    ,typedevil,0.0
yao60301    ,ticketwoon,0.0
yao60301    ,thebest5566,0.0
yao60301    ,studentkeich,0.0
yao60301    ,sowhat7511,0.0
yao60301    ,sinple,0.0
yao60301    ,sinceremusic,0.0
yao60301    ,satoyama,0.0
yao60301    ,s9899653,0.0
yao60301    ,redsuck,0.0
yao60301    ,ps124125288,0.0
yao60301    ,power1849e,0.0
yao60301    ,nuiman,0.0
yao60301    ,myanko,0.0
yao60301    ,msn13141314,0.0
yao60301    ,moprince,0.0
yao60301    ,lucaswhite,0.0
yao60301    ,laker020,0.0
yao60301    ,kuoly1,0.0
yao60301    ,klm,0.0
yao60301    ,klexwind,0.0
yao60301    ,kirakira520,0.0
yao60301    ,kevin31a2,0.0
yao60301    ,kazeki,0.0
yao60301    ,jo3pcafe,0.0
yao60301    ,j74127412,0.0
yao60301    ,iversona,0.0
yao60301    ,gunagulu,0.0
yao60301    ,gogodddd,0.0
yao60301    ,godswd,0.0
yao60301    ,gca00631,0.0
yao60301    ,frice,0.0
yao60301    ,freshmanxp,0.0
yao60301    ,fleeaaa,0.0
yao60301    ,emou        ,0.0
yao60301    ,eject5566,0.0
yao60301    ,edcqaz,0.0
yao60301    ,duane,0.0
yao60301    ,drsharp,0.0
yao60301    ,doremido,0.0
yao60301    ,devil0915,0.0
yao60301    ,cyndimax,0.0
yao60301    ,crusoe,0.0
yao60301    ,chehsien    ,0.0
yao60301    ,ccpz,0.0
yao60301    ,cccooler,0.0
yao60301    ,bbbyy,0.0
yao60301    ,barton5614,0.0
yao60301    ,balanceCIH,0.0
yao60301    ,badboyman,0.0
yao60301    ,backfire,0.0
yao60301    ,answer1115,0.0
yao60301    ,alice9031,0.0
yao60301    ,YSJ543,0.0
yao60301    ,Xavier114,0.0
yao60301    ,Towlie,0.0
yao60301    ,Shigeru777,0.0
yao60301    ,SeaWolf,0.0
yao60301    ,NWAHSEF,0.0
yao60301    ,Kuwano,0.0
yao60301    ,Janel,0.0
yao60301    ,Handway,0.0
yao60301    ,GV13,0.0
yao60301    ,EZILI,0.0
yao60301    ,Depend1227,0.0
yao60301    ,BRANDIO,0.0
xul4m4vu6666,ycb401,0.0
xul4m4vu6666,yao60301    ,0.0
xul4m4vu6666,winginsleep,0.0
xul4m4vu6666,wangman,0.0
xul4m4vu6666,wachiapp,0.0
xul4m4vu6666,vaude,0.0
xul4m4vu6666,typedevil,0.0
xul4m4vu6666,thebest5566,0.0
xul4m4vu6666,sunglasses,0.0
xul4m4vu6666,sinceremusic,0.0
xul4m4vu6666,q076262018,0.0
xul4m4vu6666,ps124125288,0.0
xul4m4vu6666,power1849e,0.0
xul4m4vu6666,nuiman,0.0
xul4m4vu6666,myanko,0.0
xul4m4vu6666,msn13141314,0.0
xul4m4vu6666,michael2341,0.0
xul4m4vu6666,lucaswhite,0.0
xul4m4vu6666,laker020,0.0
xul4m4vu6666,kuoly1,0.0
xul4m4vu6666,ko910493,0.0
xul4m4vu6666,klm,0.0
xul4m4vu6666,klexwind,0.0
xul4m4vu6666,kirakira520,0.0
xul4m4vu6666,jiajiaWeng,0.0
xul4m4vu6666,j74127412,0.0
xul4m4vu6666,iversona,0.0
xul4m4vu6666,hertzianwave,0.0
xul4m4vu6666,gunagulu,0.0
xul4m4vu6666,gto461013,0.0
xul4m4vu6666,gogodddd,0.0
xul4m4vu6666,gn02519719,0.0
xul4m4vu6666,gca00631,0.0
xul4m4vu6666,freshmanxp,0.0
xul4m4vu6666,emou        ,0.0
xul4m4vu6666,eject5566,0.0
xul4m4vu6666,edcqaz,0.0
xul4m4vu6666,drsharp,0.0
xul4m4vu6666,doremido,0.0
xul4m4vu6666,devil0915,0.0
xul4m4vu6666,cyndimax,0.0
xul4m4vu6666,crusoe,0.0
xul4m4vu6666,ccpz,0.0
xul4m4vu6666,barton5614,0.0
xul4m4vu6666,badboyman,0.0
xul4m4vu6666,backfire,0.0
xul4m4vu6666,answer1115,0.0
xul4m4vu6666,alice9031,0.0
xul4m4vu6666,Towlie,0.0
xul4m4vu6666,Kuwano,0.0
xul4m4vu6666,Janel,0.0
xul4m4vu6666,EZILI,0.0
xul4m4vu6666,Depend1227,0.0
xul4m4vu6666,BRANDIO,0.0
wty,wachiapp,0.0
wty,power1849e,0.0
wty,lucaswhite,0.0
wty,j74127412,0.0
wty,iversona,0.0
wty,gogodddd,0.0
wty,emou        ,0.0
wty,edcqaz,0.0
wty,barton5614,0.0
wty,badboyman,0.0
wty,alice9031,0.0
winginsleep,yofa,0.0
winginsleep,ycb401,0.0
winginsleep,wty,0.0
winginsleep,wangman,0.0
winginsleep,wachiapp,0.0
winginsleep,typedevil,0.0
winginsleep,ticketwoon,0.0
winginsleep,thebest5566,0.0
winginsleep,studentkeich,0.0
winginsleep,sowhat7511,0.0
winginsleep,sinple,0.0
winginsleep,sinceremusic,0.0
winginsleep,satoyama,0.0
winginsleep,s9899653,0.0
winginsleep,redsuck,0.0
winginsleep,ps124125288,0.0
winginsleep,power1849e,0.0
winginsleep,nuiman,0.0
winginsleep,myanko,0.0
winginsleep,msn13141314,0.0
winginsleep,moprince,0.0
winginsleep,lucaswhite,0.0
winginsleep,laker020,0.0
winginsleep,kuoly1,0.0
winginsleep,klm,0.0
winginsleep,klexwind,0.0
winginsleep,kirakira520,0.0
winginsleep,kevin31a2,0.0
winginsleep,kazeki,0.0
winginsleep,jo3pcafe,0.0
winginsleep,j74127412,0.0
winginsleep,iversona,0.0
winginsleep,gogodddd,0.0
winginsleep,godswd,0.0
winginsleep,gca00631,0.0
winginsleep,frice,0.0
winginsleep,freshmanxp,0.0
winginsleep,fleeaaa,0.0
winginsleep,emou        ,0.0
winginsleep,eject5566,0.0
winginsleep,edcqaz,0.0
winginsleep,duane,0.0
winginsleep,drsharp,0.0
winginsleep,doremido,0.0
winginsleep,devil0915,0.0
winginsleep,cyndimax,0.0
winginsleep,crusoe,0.0
winginsleep,chehsien    ,0.0
winginsleep,cdpicker,0.0
winginsleep,ccpz,0.0
winginsleep,cccooler,0.0
winginsleep,bbbyy,0.0
winginsleep,balanceCIH,0.0
winginsleep,badboyman,0.0
winginsleep,backfire,0.0
winginsleep,answer1115,0.0
winginsleep,alice9031,0.0
winginsleep,YSJ543,0.0
winginsleep,Verola,0.0
winginsleep,Towlie,0.0
winginsleep,Shigeru777,0.0
winginsleep,SeaWolf,0.0
winginsleep,Kuwano,0.0
winginsleep,Janel,0.0
winginsleep,Handway,0.0
winginsleep,GV13,0.0
winginsleep,EZILI,0.0
winginsleep,DickMartin,0.0
winginsleep,Depend1227,0.0
winginsleep,Cervelo1995,0.0
winginsleep,Allenguy,0.0
wangman,yofa,0.0
wangman,wachiapp,0.0
wangman,studentkeich,0.0
wangman,sowhat7511,0.0
wangman,sinple,0.0
wangman,sinceremusic,0.0
wangman,satoyama,0.0
wangman,s9899653,0.0
wangman,redsuck,0.0
wangman,power1849e,0.0
wangman,msn13141314,0.0
wangman,lucaswhite,0.0
wangman,klm,0.0
wangman,kirakira520,0.0
wangman,jo3pcafe,0.0
wangman,j74127412,0.0
wangman,iversona,0.0
wangman,gogodddd,0.0
wangman,gca00631,0.0
wangman,frice,0.0
wangman,freshmanxp,0.0
wangman,emou        ,0.0
wangman,edcqaz,0.0
wangman,drsharp,0.0
wangman,doremido,0.0
wangman,chehsien    ,0.0
wangman,ccpz,0.0
wangman,badboyman,0.0
wangman,alice9031,0.0
wangman,YSJ543,0.0
wangman,Towlie,0.0
wangman,Shigeru777,0.0
wangman,SeaWolf,0.0
wangman,DickMartin,0.0
wangman,Depend1227,0.0
wachiapp,studentkeich,0.0
wachiapp,sinceremusic,0.0
wachiapp,myanko,0.0
wachiapp,kirakira520,0.0
wachiapp,j74127412,0.0
wachiapp,gogodddd,0.0
wachiapp,frice,0.0
wachiapp,freshmanxp,0.0
wachiapp,drsharp,0.0
wachiapp,badboyman,0.0
wachiapp,alice9031,0.0
vaude,yofa,0.0
vaude,ycb401,0.0
vaude,yao60301    ,0.0
vaude,winginsleep,0.0
vaude,wangman,0.0
vaude,wachiapp,0.0
vaude,typedevil,0.0
vaude,ticketwoon,0.0
vaude,studentkeich,0.0
vaude,s9899653,0.0
vaude,q076262018,0.0
vaude,power1849e,0.0
vaude,nuiman,0.0
vaude,myanko,0.0
vaude,michael2341,0.0
vaude,lucaswhite,0.0
vaude,laker020,0.0
vaude,klexwind,0.0
vaude,kirakira520,0.0
vaude,jo3pcafe,0.0
vaude,jiajiaWeng,0.0
vaude,j74127412,0.0
vaude,iversona,0.0
vaude,hertzianwave,0.0
vaude,gunagulu,0.0
vaude,gto461013,0.0
vaude,frice,0.0
vaude,freshmanxp,0.0
vaude,emou        ,0.0
vaude,edcqaz,0.0
vaude,drsharp,0.0
vaude,doremido,0.0
vaude,devil0915,0.0
vaude,cyndimax,0.0
vaude,cn12242,0.0
vaude,chehsien    ,0.0
vaude,cdpicker,0.0
vaude,cafeole,0.0
vaude,bbbyy,0.0
vaude,barton5614,0.0
vaude,balanceCIH,0.0
vaude,badboyman,0.0
vaude,backfire,0.0
vaude,answer1115,0.0
vaude,alice9031,0.0
vaude,YSJ543,0.0
vaude,Towlie,0.0
vaude,Shigeru777,0.0
vaude,Kuwano,0.0
vaude,Janel,0.0
vaude,BRANDIO,0.0
typedevil,yofa,0.0
typedevil,ycb401,0.0
typedevil,wangman,0.0
typedevil,wachiapp,0.0
typedevil,ticketwoon,0.0
typedevil,thebest5566,0.0
typedevil,studentkeich,0.0
typedevil,sinceremusic,0.0
typedevil,s9899653,0.0
typedevil,ps124125288,0.0
typedevil,power1849e,0.0
typedevil,myanko,0.0
typedevil,moprince,0.0
typedevil,lucaswhite,0.0
typedevil,laker020,0.0
typedevil,kuoly1,0.0
typedevil,klm,0.0
typedevil,klexwind,0.0
typedevil,kirakira520,0.0
typedevil,kazeki,0.0
typedevil,jo3pcafe,0.0
typedevil,j74127412,0.0
typedevil,iversona,0.0
typedevil,gogodddd,0.0
typedevil,frice,0.0
typedevil,freshmanxp,0.0
typedevil,emou        ,0.0
typedevil,eject5566,0.0
typedevil,edcqaz,0.0
typedevil,drsharp,0.0
typedevil,doremido,0.0
typedevil,crusoe,0.0
typedevil,chehsien    ,0.0
typedevil,cdpicker,0.0
typedevil,ccpz,0.0
typedevil,cccooler,0.0
typedevil,bbbyy,0.0
typedevil,barton5614,0.0
typedevil,badboyman,0.0
typedevil,answer1115,0.0
typedevil,alice9031,0.0
typedevil,Shigeru777,0.0
typedevil,Janel,0.0
typedevil,EZILI,0.0
typedevil,Depend1227,0.0
ticketwoon,thebest5566,0.0
ticketwoon,sinceremusic,0.0
ticketwoon,j74127412,0.0
ticketwoon,iversona,0.0
ticketwoon,gogodddd,0.0
ticketwoon,freshmanxp,0.0
ticketwoon,drsharp,0.0
ticketwoon,doremido,0.0
ticketwoon,barton5614,0.0
thebest5566,wangman,0.0
thebest5566,studentkeich,0.0
thebest5566,sinceremusic,0.0
thebest5566,s9899653,0.0
thebest5566,power1849e,0.0
thebest5566,myanko,0.0
thebest5566,lucaswhite,0.0
thebest5566,laker020,0.0
thebest5566,klexwind,0.0
thebest5566,kirakira520,0.0
thebest5566,jo3pcafe,0.0
thebest5566,j74127412,0.0
thebest5566,iversona,0.0
thebest5566,gogodddd,0.0
thebest5566,frice,0.0
thebest5566,freshmanxp,0.0
thebest5566,emou        ,0.0
thebest5566,edcqaz,0.0
thebest5566,drsharp,0.0
thebest5566,chehsien    ,0.0
thebest5566,ccpz,0.0
thebest5566,bbbyy,0.0
thebest5566,barton5614,0.0
thebest5566,badboyman,0.0
thebest5566,alice9031,0.0
thebest5566,YSJ543,0.0
thebest5566,Shigeru777,0.0
sunglasses,yofa,0.0
sunglasses,ycb401,0.0
sunglasses,yao60301    ,0.0
sunglasses,winginsleep,0.0
sunglasses,wangman,0.0
sunglasses,wachiapp,0.0
sunglasses,typedevil,0.0
sunglasses,ticketwoon,0.0
sunglasses,studentkeich,0.0
sunglasses,s9899653,0.0
sunglasses,q076262018,0.0
sunglasses,power1849e,0.0
sunglasses,nuiman,0.0
sunglasses,lucaswhite,0.0
sunglasses,laker020,0.0
sunglasses,klexwind,0.0
sunglasses,kirakira520,0.0
sunglasses,jo3pcafe,0.0
sunglasses,j74127412,0.0
sunglasses,iversona,0.0
sunglasses,hertzianwave,0.0
sunglasses,gunagulu,0.0
sunglasses,frice,0.0
sunglasses,freshmanxp,0.0
sunglasses,fleeaaa,0.0
sunglasses,emou        ,0.0
sunglasses,eject5566,0.0
sunglasses,edcqaz,0.0
sunglasses,drsharp,0.0
sunglasses,devil0915,0.0
sunglasses,chehsien    ,0.0
sunglasses,ccpz,0.0
sunglasses,cafeole,0.0
sunglasses,bbbyy,0.0
sunglasses,barton5614,0.0
sunglasses,balanceCIH,0.0
sunglasses,badboyman,0.0
sunglasses,backfire,0.0
sunglasses,answer1115,0.0
sunglasses,alice9031,0.0
sunglasses,YSJ543,0.0
sunglasses,Vinnie0605,0.0
sunglasses,Towlie,0.0
sunglasses,Shigeru777,0.0
sunglasses,SeaWolf,0.0
sunglasses,Janel,0.0
sunglasses,BRANDIO,0.0
studentkeich,sinceremusic,0.0
studentkeich,myanko,0.0
studentkeich,laker020,0.0
studentkeich,freshmanxp,0.0
studentkeich,emou        ,0.0
studentkeich,badboyman,0.0
studentkeich,alice9031,0.0
studentkeich,Depend1227,0.0
sowhat7511,badboyman,0.0
sowhat7511,alice9031,0.0
sinple,badboyman,0.0
sinple,alice9031,0.0
sinceremusic,sowhat7511,0.0
sinceremusic,sinple,0.0
sinceremusic,msn13141314,0.0
sinceremusic,moprince,0.0
sinceremusic,laker020,0.0
sinceremusic,kirakira520,0.0
sinceremusic,kevin31a2,0.0
sinceremusic,frice,0.0
sinceremusic,emou        ,0.0
sinceremusic,badboyman,0.0
sinceremusic,alice9031,0.0
sinceremusic,YSJ543,0.0
sinceremusic,Depend1227,0.0
satoyama,sinceremusic,0.0
satoyama,myanko,0.0
satoyama,kirakira520,0.0
satoyama,j74127412,0.0
satoyama,freshmanxp,0.0
satoyama,badboyman,0.0
satoyama,alice9031,0.0
s9899653,sinceremusic,0.0
s9899653,gogodddd,0.0
s9899653,badboyman,0.0
s9899653,alice9031,0.0
redsuck,sinceremusic,0.0
redsuck,myanko,0.0
redsuck,laker020,0.0
redsuck,kirakira520,0.0
redsuck,freshmanxp,0.0
redsuck,emou        ,0.0
redsuck,drsharp,0.0
redsuck,badboyman,0.0
redsuck,alice9031,0.0
q076262018,yofa,0.0
q076262018,ycb401,0.0
q076262018,yao60301    ,0.0
q076262018,winginsleep,0.0
q076262018,wangman,0.0
q076262018,wachiapp,0.0
q076262018,typedevil,0.0
q076262018,ticketwoon,0.0
q076262018,thebest5566,0.0
q076262018,studentkeich,0.0
q076262018,sowhat7511,0.0
q076262018,sinple,0.0
q076262018,sinceremusic,0.0
q076262018,satoyama,0.0
q076262018,ps124125288,0.0
q076262018,power1849e,0.0
q076262018,lucaswhite,0.0
q076262018,laker020,0.0
q076262018,klm,0.0
q076262018,jo3pcafe,0.0
q076262018,j74127412,0.0
q076262018,iversona,0.0
q076262018,gunagulu,0.0
q076262018,gogodddd,0.0
q076262018,godswd,0.0
q076262018,gca00631,0.0
q076262018,frice,0.0
q076262018,freshmanxp,0.0
q076262018,fleeaaa,0.0
q076262018,emou        ,0.0
q076262018,eject5566,0.0
q076262018,edcqaz,0.0
q076262018,duane,0.0
q076262018,drsharp,0.0
q076262018,doremido,0.0
q076262018,cyndimax,0.0
q076262018,chehsien    ,0.0
q076262018,cccooler,0.0
q076262018,barton5614,0.0
q076262018,badboyman,0.0
q076262018,backfire,0.0
q076262018,answer1115,0.0
q076262018,alice9031,0.0
q076262018,YSJ543,0.0
q076262018,Vinnie0605,0.0
q076262018,Towlie,0.0
q076262018,Shigeru777,0.0
q076262018,SeaWolf,0.0
q076262018,NWAHSEF,0.0
q076262018,Kuwano,0.0
q076262018,Janel,0.0
q076262018,GV13,0.0
q076262018,EZILI,0.0
q076262018,Allenguy,0.0
ps124125288,yofa,0.0
ps124125288,ycb401,0.0
ps124125288,wangman,0.0
ps124125288,wachiapp,0.0
ps124125288,ticketwoon,0.0
ps124125288,studentkeich,0.0
ps124125288,sinceremusic,0.0
ps124125288,power1849e,0.0
ps124125288,myanko,0.0
ps124125288,lucaswhite,0.0
ps124125288,laker020,0.0
ps124125288,klexwind,0.0
ps124125288,kirakira520,0.0
ps124125288,jo3pcafe,0.0
ps124125288,j74127412,0.0
ps124125288,iversona,0.0
ps124125288,frice,0.0
ps124125288,freshmanxp,0.0
ps124125288,emou        ,0.0
ps124125288,eject5566,0.0
ps124125288,edcqaz,0.0
ps124125288,drsharp,0.0
ps124125288,doremido,0.0
ps124125288,cdpicker,0.0
ps124125288,bbbyy,0.0
ps124125288,barton5614,0.0
ps124125288,badboyman,0.0
ps124125288,answer1115,0.0
ps124125288,alice9031,0.0
ps124125288,Janel,0.0
power1849e,sinceremusic,0.0
power1849e,myanko,0.0
power1849e,j74127412,0.0
power1849e,frice,0.0
power1849e,freshmanxp,0.0
power1849e,edcqaz,0.0
power1849e,badboyman,0.0
power1849e,alice9031,0.0
power1849e,Shigeru777,0.0
power1849e,SeaWolf,0.0
nuiman,yofa,0.0
nuiman,ycb401,0.0
nuiman,wangman,0.0
nuiman,wachiapp,0.0
nuiman,typedevil,0.0
nuiman,ticketwoon,0.0
nuiman,thebest5566,0.0
nuiman,studentkeich,0.0
nuiman,sowhat7511,0.0
nuiman,sinple,0.0
nuiman,sinceremusic,0.0
nuiman,redsuck,0.0
nuiman,ps124125288,0.0
nuiman,power1849e,0.0
nuiman,lucaswhite,0.0
nuiman,laker020,0.0
nuiman,klm,0.0
nuiman,kevin31a2,0.0
nuiman,jo3pcafe,0.0
nuiman,j74127412,0.0
nuiman,iversona,0.0
nuiman,gogodddd,0.0
nuiman,godswd,0.0
nuiman,gca00631,0.0
nuiman,frice,0.0
nuiman,freshmanxp,0.0
nuiman,fleeaaa,0.0
nuiman,emou        ,0.0
nuiman,eject5566,0.0
nuiman,edcqaz,0.0
nuiman,duane,0.0
nuiman,drsharp,0.0
nuiman,doremido,0.0
nuiman,cyndimax,0.0
nuiman,chehsien    ,0.0
nuiman,ccpz,0.0
nuiman,cccooler,0.0
nuiman,barton5614,0.0
nuiman,balanceCIH,0.0
nuiman,badboyman,0.0
nuiman,answer1115,0.0
nuiman,alice9031,0.0
nuiman,YSJ543,0.0
nuiman,Towlie,0.0
nuiman,Shigeru777,0.0
nuiman,SeaWolf,0.0
nuiman,Kuwano,0.0
nuiman,Janel,0.0
nuiman,GV13,0.0
nuiman,EZILI,0.0
nuiman,Depend1227,0.0
nuiman,Allenguy,0.0
myanko,sowhat7511,0.0
myanko,sinple,0.0
myanko,frice,0.0
myanko,emou        ,0.0
myanko,badboyman,0.0
myanko,alice9031,0.0
myanko,YSJ543,0.0
myanko,Towlie,0.0
myanko,Depend1227,0.0
msn13141314,frice,0.0
msn13141314,badboyman,0.0
msn13141314,alice9031,0.0
michael2341,yofa,0.0
michael2341,ycb401,0.0
michael2341,yao60301    ,0.0
michael2341,winginsleep,0.0
michael2341,wangman,0.0
michael2341,wachiapp,0.0
michael2341,typedevil,0.0
michael2341,ticketwoon,0.0
michael2341,thebest5566,0.0
michael2341,sunglasses,0.0
michael2341,studentkeich,0.0
michael2341,sowhat7511,0.0
michael2341,sinple,0.0
michael2341,sinceremusic,0.0
michael2341,satoyama,0.0
michael2341,redsuck,0.0
michael2341,ps124125288,0.0
michael2341,power1849e,0.0
michael2341,lucaswhite,0.0
michael2341,laker020,0.0
michael2341,klm,0.0
michael2341,kevin31a2,0.0
michael2341,jo3pcafe,0.0
michael2341,jiajiaWeng,0.0
michael2341,j74127412,0.0
michael2341,iversona,0.0
michael2341,hertzianwave,0.0
michael2341,gunagulu,0.0
michael2341,gto461013,0.0
michael2341,gogodddd,0.0
michael2341,godswd,0.0
michael2341,gn02519719,0.0
michael2341,gca00631,0.0
michael2341,frice,0.0
michael2341,freshmanxp,0.0
michael2341,fleeaaa,0.0
michael2341,emou        ,0.0
michael2341,eject5566,0.0
michael2341,edcqaz,0.0
michael2341,duane,0.0
michael2341,drsharp,0.0
michael2341,doremido,0.0
michael2341,devil0915,0.0
michael2341,cyndimax,0.0
michael2341,cp109,0.0
michael2341,chehsien    ,0.0
michael2341,ccpz,0.0
michael2341,cccooler,0.0
michael2341,cafeole,0.0
michael2341,barton5614,0.0
michael2341,balanceCIH,0.0
michael2341,badboyman,0.0
michael2341,backfire,0.0
michael2341,answer1115,0.0
michael2341,alice9031,0.0
michael2341,YSJ543,0.0
michael2341,Vinnie0605,0.0
michael2341,Towlie,0.0
michael2341,Shigeru777,0.0
michael2341,SeaWolf,0.0
michael2341,NWAHSEF,0.0
michael2341,Kuwano,0.0
michael2341,Janel,0.0
michael2341,GV13,0.0
michael2341,EZILI,0.0
michael2341,Depend1227,0.0
michael2341,Allenguy,0.0
matrix4096,winginsleep,0.0
matrix4096,q076262018,0.0
matrix4096,michael2341,0.0
matrix4096,j74127412,0.0
matrix4096,gto461013,0.0
matrix4096,drsharp,0.0
matrix4096,barton5614,0.0
matrix4096,backfire,0.0
matrix4096,Kuwano,0.0
lucaswhite,yofa,0.0
lucaswhite,wachiapp,0.0
lucaswhite,studentkeich,0.0
lucaswhite,sowhat7511,0.0
lucaswhite,sinple,0.0
lucaswhite,sinceremusic,0.0
lucaswhite,satoyama,0.0
lucaswhite,s9899653,0.0
lucaswhite,redsuck,0.0
lucaswhite,power1849e,0.0
lucaswhite,myanko,0.0
lucaswhite,msn13141314,0.0
lucaswhite,laker020,0.0
lucaswhite,klm,0.0
lucaswhite,kirakira520,0.0
lucaswhite,kevin31a2,0.0
lucaswhite,j74127412,0.0
lucaswhite,gogodddd,0.0
lucaswhite,godswd,0.0
lucaswhite,gca00631,0.0
lucaswhite,frice,0.0
lucaswhite,freshmanxp,0.0
lucaswhite,emou        ,0.0
lucaswhite,drsharp,0.0
lucaswhite,doremido,0.0
lucaswhite,ccpz,0.0
lucaswhite,YSJ543,0.0
lucaswhite,Towlie,0.0
lucaswhite,Shigeru777,0.0
lucaswhite,SeaWolf,0.0
lucaswhite,Handway,0.0
lucaswhite,GV13,0.0
lucaswhite,EZILI,0.0
lucaswhite,Depend1227,0.0
laker020,gogodddd,0.0
laker020,frice,0.0
laker020,badboyman,0.0
laker020,alice9031,0.0
kuoly1,yofa,0.0
kuoly1,ycb401,0.0
kuoly1,wangman,0.0
kuoly1,studentkeich,0.0
kuoly1,sinceremusic,0.0
kuoly1,power1849e,0.0
kuoly1,laker020,0.0
kuoly1,jo3pcafe,0.0
kuoly1,j74127412,0.0
kuoly1,iversona,0.0
kuoly1,gogodddd,0.0
kuoly1,frice,0.0
kuoly1,freshmanxp,0.0
kuoly1,emou        ,0.0
kuoly1,drsharp,0.0
kuoly1,chehsien    ,0.0
kuoly1,ccpz,0.0
kuoly1,barton5614,0.0
kuoly1,YSJ543,0.0
kuoly1,Shigeru777,0.0
ko910493,yofa,0.0
ko910493,yao60301    ,0.0
ko910493,winginsleep,0.0
